,YEAR,TEAM,SEED,ROUND,WAB,BADJ EM,BARTHAG,TALENT,BADJ O,BADJ D,ELITE SOS,WIN%,PPPO,K OFF,AVG HGT
589,2015,Providence,6,64,3.7,17.8,0.88,63.346,111.8,94.0,33.586,66.66667,1.061,106.002,78.609
590,2015,Purdue,9,64,1.0,15.6,0.853,63.657,110.1,94.5,29.197,63.63636,1.067,106.573,78.128
591,2015,Robert Morris,16,64,-8.6,-2.8,0.421,0.888,99.9,102.7,11.81,57.57576,1.026,103.062,76.894
592,2015,San Diego St.,8,32,1.3,15.6,0.87,55.636,102.5,86.9,19.89,75.75758,1.008,100.656,78.713
593,2015,SMU,6,64,3.1,16.7,0.867,51.046,111.2,94.5,20.21,81.25,1.098,109.913,77.458
594,2015,St. John's,9,64,2.4,15.8,0.857,73.416,109.6,93.8,32.181,64.51613,1.042,104.366,76.84
595,2015,Stephen F. Austin,12,64,1.2,12.7,0.801,0.2,111.6,98.9,12.66,86.66667,1.159,115.74,75.281
596,2015,Texas,11,64,0.9,19.2,0.9,72.06,110.6,91.4,31.601,60.60606,1.066,106.502,77.466
597,2015,Texas Southern,15,64,-4.5,-5.2,0.36,5.896,101.2,106.4,17.067,64.70588,1.035,103.362,75.808
598,2015,UAB,14,32,-7.5,1.4,0.54,31.578,101.8,100.4,16.263,54.54545,1.01,101.144,76.763
599,2015,UC Irvine,13,64,-4.5,7.7,0.706,7.799,105.0,97.3,16.828,61.29032,1.035,103.694,77.482
600,2015,UCLA,11,16,0.0,13.2,0.813,74.717,110.1,96.9,29.935,60.60606,1.059,105.49,78.269
601,2015,Utah,5,16,3.7,26.2,0.951,27.543,115.1,88.9,27.56,74.19355,1.139,113.65,77.76
602,2015,Valparaiso,13,64,0.1,10.7,0.775,14.341,105.0,94.3,11.044,83.33333,1.078,107.552,77.671
603,2015,VCU,7,64,3.0,15.1,0.848,40.345,109.0,93.9,24.351,74.28571,1.066,106.572,76.378
604,2015,Villanova,1,32,11.3,29.3,0.961,67.053,120.7,91.4,27.643,94.11765,1.163,116.619,77.403
605,2015,Virginia,2,32,10.0,29.9,0.972,73.465,113.2,83.3,30.179,90.625,1.108,110.716,78.344
606,2015,West Virginia,5,16,4.1,17.6,0.88,49.102,110.5,92.9,29.931,71.875,1.061,106.429,76.541
607,2015,Wichita St.,7,16,4.2,22.4,0.925,11.93,114.1,91.7,18.668,87.09677,1.117,111.943,75.619
608,2015,Wisconsin,1,2,11.4,34.3,0.974,67.699,126.4,92.1,30.284,91.17647,1.205,120.495,79.203
609,2015,Wofford,12,64,0.2,5.3,0.648,1.842,102.5,97.2,14.245,81.25,1.06,106.401,75.659
610,2015,Wyoming,12,64,-1.6,5.1,0.642,11.536,102.7,97.6,16.07,71.875,1.029,103.166,76.897
611,2015,Xavier,6,16,1.4,18.8,0.886,55.641,115.0,96.2,30.82,61.76471,1.094,109.333,77.273
612,2014,Albany,16,64,-8.6,-1.9,0.447,0.235,102.2,104.1,10.783,56.25,1.035,103.577,76.803
613,2014,American,15,64,-5.5,5.0,0.639,0.727,103.5,98.5,13.329,62.5,1.047,104.931,76.437
614,2014,Arizona,1,8,9.4,28.3,0.963,82.869,115.0,86.7,28.319,88.23529,1.121,112.267,77.558
615,2014,Arizona St.,10,64,1.2,14.4,0.834,30.871,109.9,95.5,27.225,65.625,1.067,107.019,77.424
616,2014,Baylor,6,16,3.1,17.0,0.857,51.342,118.1,101.1,30.866,66.66667,1.138,114.101,77.66
617,2014,BYU,10,64,0.6,13.8,0.815,40.749,114.2,100.4,24.303,66.66667,1.125,112.555,77.861
618,2014,Cal Poly,16,64,-10.7,-1.1,0.47,3.745,103.0,104.1,19.389,36.66667,1.022,102.501,76.193
619,2014,Cincinnati,5,64,5.3,17.5,0.883,51.198,108.6,91.1,24.925,81.81818,1.079,107.367,77.546
620,2014,Coastal Carolina,16,64,-7.7,-5.2,0.355,3.527,97.3,102.5,9.213,60.0,1.019,102.067,76.7
621,2014,Colorado,8,64,2.4,12.3,0.801,65.69,108.0,95.7,28.422,67.64706,1.043,103.716,77.977
622,2014,Connecticut,7,1,4.7,18.8,0.893,59.433,111.6,92.8,27.116,76.47059,1.086,108.213,77.542
623,2014,Creighton,3,32,5.6,26.1,0.935,27.104,126.5,100.4,26.415,78.78788,1.214,121.422,76.528
624,2014,Dayton,11,8,0.6,12.6,0.795,40.971,113.2,100.6,21.556,69.69697,1.109,110.764,76.824
625,2014,Delaware,13,64,-1.4,5.0,0.63,10.393,110.9,105.9,15.098,73.52941,1.118,111.766,76.369
626,2014,Duke,3,64,6.5,28.3,0.949,86.76,126.1,97.8,30.879,76.47059,1.198,119.916,77.872
627,2014,Eastern Kentucky,15,64,-3.3,3.3,0.586,1.4,111.0,107.7,12.669,70.96774,1.149,114.893,75.772
628,2014,Florida,1,4,11.7,27.1,0.955,69.322,115.9,88.8,29.067,94.11765,1.114,111.583,77.511
629,2014,George Washington,9,64,3.2,13.9,0.825,27.304,110.1,96.2,24.145,75.0,1.073,107.234,78.002
630,2014,Gonzaga,8,32,4.0,20.7,0.908,47.31,114.6,93.9,19.867,81.81818,1.14,113.905,76.999
631,2014,Harvard,12,32,2.2,16.3,0.861,23.108,111.4,95.1,13.951,86.2069,1.119,111.823,76.561
632,2014,Iowa,11,68,1.2,22.9,0.918,58.577,120.8,97.9,30.549,62.5,1.154,115.603,78.862
633,2014,Iowa St.,3,16,7.5,19.8,0.895,47.303,116.6,96.8,31.563,78.78788,1.131,113.458,76.666
634,2014,Kansas,2,32,6.9,24.7,0.934,89.062,120.2,95.5,35.326,72.72727,1.149,115.053,77.614
635,2014,Kansas St.,9,64,0.5,15.1,0.849,59.93,108.1,93.0,28.247,62.5,1.048,105.093,76.486
636,2014,Kentucky,8,2,3.9,20.2,0.901,93.139,115.9,95.7,29.5,70.58824,1.124,112.311,79.303
637,2014,Louisiana Lafayette,14,64,-3.8,6.0,0.655,7.218,110.9,104.9,16.225,64.51613,1.1,110.051,75.913
638,2014,Louisville,4,16,5.3,31.0,0.97,58.072,119.2,88.2,21.304,85.29412,1.188,118.693,76.472
639,2014,Manhattan,13,64,-0.5,9.0,0.734,5.007,106.4,97.4,12.444,78.125,1.075,107.54,76.377
640,2014,Massachusetts,6,64,3.6,13.6,0.821,27.037,109.7,96.1,24.043,75.0,1.057,105.606,76.647
641,2014,Memphis,8,32,2.8,16.1,0.855,69.609,112.4,96.3,28.502,70.96774,1.081,107.885,76.699
642,2014,Mercer,14,32,-2.8,7.4,0.693,2.917,108.4,101.0,11.039,74.19355,1.126,113.08,77.465
643,2014,Michigan,2,8,7.7,23.3,0.918,71.641,123.0,99.7,36.032,75.75758,1.171,117.142,77.218
644,2014,Michigan St.,4,8,6.9,23.6,0.928,82.535,118.4,94.8,32.172,76.47059,1.137,113.386,77.073
645,2014,Milwaukee,15,64,-6.1,0.0,0.5,6.6,104.5,104.5,13.476,60.60606,1.03,103.161,76.747
646,2014,Mount St. Mary's,16,68,-9.4,-4.2,0.392,2.524,107.5,111.7,14.292,50.0,1.077,108.139,76.317
647,2014,Nebraska,11,64,1.3,12.6,0.805,46.368,108.6,96.0,31.541,61.29032,1.026,102.429,77.264
648,2014,New Mexico,7,64,4.4,16.7,0.861,19.974,113.8,97.1,21.24,81.81818,1.12,111.799,78.348
649,2014,New Mexico St.,13,64,-2.3,10.0,0.746,18.464,112.1,102.1,13.619,73.52941,1.137,113.903,77.679
650,2014,North Carolina,6,32,4.2,17.8,0.88,85.624,111.7,93.9,30.458,71.875,1.082,107.984,77.277
651,2014,North Carolina Central,14,64,-0.6,6.9,0.684,2.483,106.2,99.3,10.219,83.87097,1.106,110.774,76.001
652,2014,North Carolina St.,12,64,0.6,11.6,0.776,63.363,113.2,101.6,29.638,61.76471,1.08,108.169,78.164
653,2014,North Dakota St.,12,32,0.2,9.9,0.738,6.109,114.8,104.9,14.3,78.57143,1.166,116.89,77.811
654,2014,Ohio St.,6,64,4.5,20.9,0.92,83.039,109.3,88.4,28.439,73.52941,1.066,106.678,77.464
655,2014,Oklahoma,5,64,4.1,18.6,0.877,61.684,118.4,99.8,29.271,71.875,1.132,113.353,76.84
656,2014,Oklahoma St.,9,64,1.4,21.9,0.917,69.881,116.4,94.5,28.791,63.63636,1.133,113.295,76.211
657,2014,Oregon,7,32,2.6,16.7,0.854,58.907,117.3,100.6,25.655,71.875,1.147,114.697,75.908
658,2014,Pittsburgh,9,32,4.1,22.7,0.923,74.729,117.1,94.4,27.298,73.52941,1.133,112.86,77.463
659,2014,Providence,11,64,1.2,13.7,0.815,43.138,113.2,99.5,27.234,64.70588,1.088,109.064,78.576
660,2014,Saint Joseph's,10,64,2.1,15.1,0.839,38.758,112.9,97.8,22.509,72.72727,1.078,107.73,77.351
661,2014,Saint Louis,5,32,3.8,15.4,0.86,14.572,105.4,90.0,21.668,80.64516,1.032,103.028,76.18
662,2014,San Diego St.,4,16,6.0,17.8,0.887,55.124,108.4,90.6,22.259,87.09677,1.07,106.932,78.555
663,2014,Stanford,10,16,1.1,14.7,0.834,73.42,112.5,97.8,28.957,63.63636,1.091,108.976,78.449
664,2014,Stephen F. Austin,12,32,1.7,10.2,0.752,0.2,110.8,100.6,7.349,93.54839,1.16,116.078,75.226
665,2014,Syracuse,3,32,7.9,21.8,0.918,87.563,115.3,93.5,28.889,84.375,1.119,111.717,78.485
666,2014,Tennessee,11,16,0.4,22.6,0.923,70.938,116.2,93.6,27.83,62.5,1.116,111.688,78.128
667,2014,Texas,7,32,3.6,15.7,0.853,66.138,110.8,95.1,29.843,69.69697,1.063,106.37,76.477
668,2014,Texas Southern,16,68,-9.7,-6.2,0.343,14.806,106.6,112.8,8.739,56.25,1.091,109.188,76.437
669,2014,Tulsa,13,64,-3.6,8.8,0.73,7.721,106.1,97.3,17.432,63.63636,1.055,105.665,76.546
670,2014,UCLA,4,16,4.5,21.6,0.91,82.764,118.5,96.9,25.87,76.47059,1.155,115.426,78.78
671,2014,VCU,5,64,3.6,18.0,0.891,34.176,107.8,89.8,23.556,76.47059,1.051,105.321,76.386
672,2014,Villanova,2,32,8.3,23.3,0.929,68.549,116.1,92.8,27.216,87.5,1.142,114.183,77.532
673,2014,Virginia,1,16,8.2,24.8,0.945,71.947,113.2,88.4,30.369,82.35294,1.086,108.671,78.348
674,2014,Weber St.,16,64,-6.9,-1.4,0.462,6.732,105.2,106.6,9.596,60.71429,1.105,110.674,77.16
675,2014,Western Michigan,14,64,-2.9,2.9,0.58,9.135,105.0,102.1,12.19,70.96774,1.067,106.304,77.081
676,2014,Wichita St.,1,32,8.1,22.0,0.919,8.712,115.5,93.5,15.817,100.0,1.158,115.962,76.437
677,2014,Wisconsin,2,4,7.9,25.3,0.936,66.98,121.9,96.6,32.853,78.78788,1.152,115.242,76.946
678,2014,Wofford,15,64,-6.5,-3.1,0.413,1.02,100.1,103.2,12.999,58.62069,1.043,104.578,75.689
679,2014,Xavier,12,68,1.4,13.5,0.813,63.684,112.6,99.1,29.174,63.63636,1.09,109.087,77.028
680,2013,Akron,12,64,0.3,11.6,0.793,28.109,105.4,93.8,14.733,80.64516,1.067,106.661,77.857
681,2013,Albany,15,64,-4.5,1.5,0.543,0.2,101.1,99.6,11.678,70.58824,1.022,102.015,75.572
682,2013,Arizona,6,16,4.6,20.6,0.91,89.719,113.0,92.4,26.545,78.125,1.089,108.948,78.072
683,2013,Belmont,11,64,0.1,14.0,0.83,12.834,108.9,94.9,15.327,80.0,1.123,112.45,76.268
684,2013,Boise St.,13,68,-0.2,14.3,0.829,0.423,111.4,97.1,25.683,65.51724,1.067,107.066,76.494
685,2013,Bucknell,11,64,1.0,12.4,0.808,1.731,105.6,93.2,13.42,84.375,1.075,107.665,77.251
686,2013,Butler,6,32,4.7,15.7,0.856,60.376,109.4,93.7,29.694,75.75758,1.055,105.585,76.863
687,2013,California,12,32,0.5,11.9,0.798,60.347,105.6,93.7,27.791,64.51613,1.014,101.459,77.908
688,2013,Cincinnati,10,64,1.7,17.0,0.884,45.606,105.1,88.1,29.557,66.66667,1.014,100.726,77.15
689,2013,Colorado,10,64,1.4,14.8,0.85,58.643,105.8,91.0,29.032,65.625,1.021,101.747,77.38
690,2013,Colorado St.,8,32,1.9,18.1,0.877,33.913,115.5,97.4,23.522,74.19355,1.124,112.595,76.985
691,2013,Creighton,7,32,3.5,22.5,0.919,38.512,118.0,95.5,22.691,79.41176,1.158,115.805,76.553
692,2013,Davidson,14,64,-1.4,11.3,0.775,23.91,110.8,99.5,13.113,78.125,1.127,112.788,77.82
693,2013,Duke,2,8,7.5,26.7,0.95,84.2,118.0,91.3,29.848,84.375,1.14,114.451,76.897
694,2013,Florida,3,8,4.1,32.0,0.975,74.049,117.6,85.6,24.664,78.78788,1.143,114.451,77.119
695,2013,Florida Gulf Coast,15,16,-4.0,4.5,0.627,10.319,101.9,97.4,14.203,68.75,1.034,103.586,77.057
696,2013,Georgetown,2,64,6.6,22.2,0.936,83.628,106.8,84.6,31.664,80.64516,1.025,102.315,78.009
697,2013,Gonzaga,1,32,7.6,29.1,0.961,33.185,119.4,90.3,22.395,93.75,1.181,117.92,77.484
698,2013,Harvard,14,32,-2.6,5.9,0.659,23.885,106.0,100.1,17.558,66.66667,1.065,106.623,76.611
699,2013,Illinois,7,32,2.4,16.1,0.86,73.254,110.1,94.0,36.349,62.5,1.042,104.028,77.485
700,2013,Indiana,1,16,7.8,32.6,0.972,80.895,122.5,89.9,32.801,81.81818,1.176,117.425,77.484
701,2013,Iona,15,64,-5.9,8.8,0.716,22.901,113.8,105.0,15.075,60.60606,1.119,112.06,75.374
702,2013,Iowa St.,10,32,0.7,17.0,0.862,48.784,115.5,98.5,27.483,66.66667,1.116,111.897,76.7
703,2013,James Madison,16,64,-8.9,-1.7,0.451,18.227,98.1,99.8,10.325,58.82353,1.006,100.486,77.133
704,2013,Kansas,1,16,7.5,26.3,0.956,78.41,112.3,86.0,27.947,85.29412,1.099,109.623,78.243
705,2013,Kansas St.,4,64,5.4,18.4,0.887,59.851,112.1,93.7,29.676,78.78788,1.078,107.869,76.236
706,2013,La Salle,13,16,0.3,14.3,0.833,25.678,109.8,95.5,23.333,70.0,1.072,107.345,75.618
707,2013,Liberty,16,68,-15.6,-10.0,0.247,0.2,98.3,108.3,10.16,37.5,1.009,100.693,76.148
708,2013,LIU Brooklyn,16,68,-8.6,-3.1,0.42,9.265,108.5,111.6,9.217,60.60606,1.122,112.364,74.534
709,2013,Louisville,1,1,9.0,29.1,0.969,70.481,112.6,83.5,31.558,85.29412,1.085,108.622,76.634
710,2013,Marquette,3,8,4.5,19.2,0.894,71.951,113.3,94.1,31.449,74.19355,1.066,106.292,77.031
711,2013,Memphis,6,32,4.5,16.5,0.872,72.385,107.3,90.8,18.445,88.23529,1.079,107.78,76.903
712,2013,Miami FL,2,16,6.3,20.9,0.917,61.939,110.9,90.0,27.681,81.81818,1.083,108.209,78.055
713,2013,Michigan,4,2,6.2,25.4,0.939,74.354,120.4,95.0,32.68,78.125,1.157,115.602,77.272
714,2013,Michigan St.,3,16,6.7,21.3,0.922,87.215,110.4,89.1,37.025,75.0,1.053,105.282,77.449
715,2013,Middle Tennessee,11,68,0.7,14.8,0.851,13.326,105.2,90.4,12.743,84.84848,1.074,107.45,76.133
716,2013,Minnesota,11,32,2.1,20.7,0.912,46.837,112.7,92.0,34.85,62.5,1.076,107.623,77.26
717,2013,Mississippi,12,32,1.6,13.8,0.824,66.788,109.7,95.9,21.197,76.47059,1.087,108.453,76.985
718,2013,Missouri,9,64,1.2,17.7,0.877,60.673,112.9,95.2,26.096,69.69697,1.109,111.014,77.549
719,2013,Montana,13,64,-1.4,1.3,0.536,13.694,103.2,101.9,11.573,79.31034,1.083,108.559,76.945
720,2013,New Mexico,3,64,6.9,15.8,0.864,28.854,106.4,90.6,25.971,85.29412,1.034,103.444,77.792
721,2013,New Mexico St.,13,64,-3.1,7.9,0.714,18.788,103.3,95.4,14.948,69.69697,1.034,103.371,78.345
722,2013,North Carolina,8,32,2.5,17.2,0.875,89.557,110.7,93.5,29.188,69.69697,1.062,106.13,77.731
723,2013,North Carolina A&T,16,64,-11.5,-5.0,0.351,0.2,91.0,96.0,9.659,52.94118,0.92,92.0001,76.88
724,2013,North Carolina St.,8,64,2.2,17.5,0.869,88.25,115.6,98.1,27.234,70.58824,1.125,112.277,78.107
725,2013,Northwestern St.,14,64,-3.2,3.0,0.583,0.2,105.0,102.0,12.973,70.37037,1.06,105.923,76.206
726,2013,Notre Dame,7,64,3.9,18.2,0.88,75.953,114.5,96.3,29.503,73.52941,1.104,110.33,78.265
727,2013,Ohio St.,2,8,7.2,24.1,0.94,82.682,113.4,89.3,34.432,78.78788,1.086,108.622,77.557
728,2013,Oklahoma,10,64,0.3,14.4,0.835,58.608,109.5,95.1,27.937,64.51613,1.055,105.529,77.043
729,2013,Oklahoma St.,5,64,3.2,19.5,0.908,72.871,107.9,88.4,26.462,75.0,1.056,105.782,77.03
730,2013,Oregon,12,16,2.9,14.6,0.851,45.898,103.8,89.2,23.326,76.47059,1.024,102.319,77.391
731,2013,Pacific,15,64,-5.1,4.7,0.628,1.732,105.7,101.0,15.835,62.5,1.054,105.769,76.059
732,2013,Pittsburgh,8,64,3.1,22.8,0.929,83.195,114.1,91.3,27.112,75.0,1.143,114.701,77.616
733,2013,Saint Louis,4,32,3.8,19.3,0.906,16.692,107.9,88.6,21.79,81.81818,1.055,106.054,76.625
734,2013,Saint Mary's,11,64,2.5,18.4,0.881,20.444,115.0,96.6,19.997,81.25,1.157,115.552,77.076
735,2013,San Diego St.,7,32,0.4,16.8,0.88,33.671,105.5,88.7,25.928,66.66667,1.024,102.521,77.537
736,2013,South Dakota St.,13,64,-3.2,5.8,0.651,8.145,110.0,104.2,13.855,70.96774,1.121,112.436,77.542
737,2013,Southern,16,64,-5.7,-1.4,0.459,10.29,96.1,97.5,8.266,68.96552,1.019,101.742,76.733
738,2013,Syracuse,4,4,5.1,23.5,0.935,74.073,113.4,89.9,31.803,74.28571,1.08,107.714,79.061
739,2013,Temple,9,32,1.5,12.5,0.8,30.212,110.0,97.5,24.902,71.875,1.072,107.056,77.522
740,2013,UCLA,6,64,3.3,15.9,0.856,92.53,110.9,95.0,26.831,73.52941,1.059,105.896,78.449
741,2013,UNLV,5,64,1.8,16.6,0.877,72.603,105.6,89.0,24.074,72.72727,1.028,102.694,77.843
742,2013,Valparaiso,14,64,-0.8,10.1,0.756,25.855,107.8,97.7,13.999,78.125,1.094,109.365,76.119
743,2013,VCU,5,32,2.6,21.4,0.917,39.731,113.4,92.0,22.954,76.47059,1.116,111.348,76.743
744,2013,Villanova,9,64,0.3,13.8,0.835,73.986,105.0,91.2,32.168,59.375,0.988,98.7296,78.351
745,2013,Western Kentucky,16,64,-8.4,-1.1,0.468,19.116,99.5,100.6,14.863,55.88235,0.998,100.071,76.514
746,2013,Wichita St.,9,4,2.2,16.2,0.867,6.608,107.8,91.6,22.177,76.47059,1.072,107.139,76.494
747,2013,Wisconsin,5,64,4.6,22.7,0.937,59.918,108.4,85.7,37.133,67.64706,1.052,105.017,76.855
748,2012,Alabama,9,64,1.5,16.9,0.883,84.233,105.0,88.1,26.959,65.625,1.022,100.89,76.974
749,2012,Baylor,3,8,7.0,20.8,0.91,60.038,114.4,93.6,30.445,78.78788,1.103,109.239,77.066
750,2012,Belmont,14,64,0.8,16.6,0.857,14.906,115.2,98.6,15.656,78.78788,1.174,116.677,76.209
751,2012,BYU,14,64,0.3,12.9,0.818,12.537,105.4,92.5,17.804,74.19355,1.081,106.886,77.997
752,2012,California,12,68,1.8,17.8,0.884,56.148,109.8,92.0,22.077,72.72727,1.078,106.953,77.344
753,2012,Cincinnati,6,16,3.1,16.5,0.869,59.329,108.7,92.2,26.957,70.58824,1.056,104.228,76.285
754,2012,Colorado,11,32,-0.3,10.0,0.761,46.976,104.2,94.2,22.136,65.625,1.012,100.481,77.478
755,2012,Colorado St.,11,64,-1.0,9.0,0.724,17.155,111.8,102.8,21.586,64.51613,1.088,107.675,75.265
756,2012,Connecticut,9,64,0.5,16.0,0.858,66.842,110.3,94.3,28.532,60.60606,1.061,104.789,77.595
757,2012,Creighton,8,32,4.7,16.6,0.85,35.4,118.4,101.8,19.015,84.84848,1.178,116.334,76.276
758,2012,Davidson,13,64,-0.4,11.9,0.787,26.31,110.9,99.0,14.315,77.41935,1.121,111.513,77.834
759,2012,Detroit,15,64,-5.2,3.8,0.603,43.165,106.4,102.6,14.806,60.60606,1.06,104.586,76.139
760,2012,Duke,2,64,8.0,21.8,0.914,74.552,117.1,95.3,30.241,81.81818,1.126,111.949,77.573
761,2012,Florida,7,8,3.1,22.4,0.914,83.164,120.5,98.1,29.274,69.69697,1.159,114.131,75.725
762,2012,Florida St.,3,32,4.3,18.4,0.899,71.293,106.5,88.1,28.697,72.72727,1.024,101.246,78.478
763,2012,Georgetown,3,32,4.7,20.8,0.917,86.738,110.3,89.5,30.075,73.33333,1.063,104.701,78.47
764,2012,Gonzaga,7,32,2.1,16.3,0.862,40.784,110.6,94.3,16.61,80.64516,1.104,109.509,77.029
765,2012,Harvard,12,64,2.2,14.3,0.839,22.898,106.9,92.6,13.314,86.2069,1.068,105.296,76.762
766,2012,Indiana,4,16,5.9,22.6,0.918,76.334,119.1,96.5,30.826,75.75758,1.155,113.78,77.889
767,2012,Iona,14,68,0.0,11.5,0.773,17.057,113.6,102.1,13.603,78.125,1.157,114.896,75.12
768,2012,Iowa St.,8,32,2.0,15.9,0.855,63.108,111.2,95.3,26.236,68.75,1.082,107.615,76.912
769,2012,Kansas,2,2,8.3,26.6,0.954,72.255,114.7,88.1,30.956,81.81818,1.108,109.926,78.482
770,2012,Kansas St.,8,32,2.2,16.4,0.869,47.44,107.9,91.5,27.769,67.74194,1.051,103.96,76.698
771,2012,Kentucky,1,1,11.3,31.2,0.97,95.267,119.7,88.5,27.605,94.11765,1.163,115.593,78.819
772,2012,Lamar,16,68,-4.3,4.3,0.619,0.87,104.2,99.9,15.047,65.625,1.055,104.793,75.746
773,2012,Lehigh,15,32,-1.3,7.9,0.708,4.923,106.7,98.8,12.009,78.125,1.099,108.789,76.562
774,2012,LIU Brooklyn,16,64,-2.6,1.2,0.532,11.914,107.0,105.8,9.99,75.75758,1.089,107.715,74.446
775,2012,Long Beach St.,12,64,0.9,12.5,0.804,9.819,108.2,95.7,20.418,74.19355,1.089,108.674,76.287
776,2012,Louisville,4,4,5.6,17.8,0.897,73.332,103.7,85.9,29.249,74.28571,1.006,99.3696,76.398
777,2012,Loyola MD,15,64,-1.5,3.3,0.593,20.388,102.3,99.0,13.469,75.0,1.038,102.811,76.874
778,2012,Marquette,3,16,6.2,19.0,0.897,52.745,110.9,91.9,28.97,78.125,1.077,106.246,76.201
779,2012,Memphis,8,64,3.0,20.5,0.91,80.817,112.6,92.1,21.423,76.47059,1.107,109.124,77.405
780,2012,Michigan,4,64,6.4,18.4,0.885,59.445,113.4,95.0,35.211,71.875,1.076,106.783,76.508
781,2012,Michigan St.,1,16,8.7,26.0,0.953,67.935,112.7,86.7,34.349,79.41176,1.101,108.631,76.89
782,2012,Mississippi Valley St.,16,68,-4.9,-9.3,0.256,5.127,95.7,105.0,15.977,63.63636,0.978,97.1241,75.778
783,2012,Missouri,2,64,8.8,27.4,0.946,56.368,124.0,96.6,26.073,88.23529,1.205,119.558,75.459
784,2012,Montana,13,64,-1.7,6.2,0.675,24.191,100.8,94.6,8.906,79.31034,1.066,106.065,77.247
785,2012,Murray St.,6,32,3.8,13.3,0.819,4.462,108.1,94.8,10.654,96.42857,1.112,110.289,75.376
786,2012,New Mexico,5,32,2.9,19.2,0.903,42.692,109.1,89.9,17.632,81.25,1.089,107.652,77.103
787,2012,New Mexico St.,13,64,-2.0,8.7,0.728,16.361,106.1,97.4,13.259,72.72727,1.091,108.125,77.394
788,2012,Norfolk St.,15,32,-2.8,-2.1,0.439,2.297,97.8,99.9,10.649,75.0,1.005,99.7367,78.073
789,2012,North Carolina,1,8,8.4,26.2,0.95,91.131,115.8,89.6,27.923,85.29412,1.126,111.181,79.495
790,2012,North Carolina St.,11,16,0.5,14.5,0.833,66.243,111.4,96.9,25.85,64.70588,1.077,106.777,78.047
791,2012,Notre Dame,7,64,2.3,11.7,0.789,73.672,108.0,96.3,28.605,66.66667,1.062,104.73,77.778
792,2012,Ohio,13,16,0.3,10.8,0.779,37.553,104.2,93.4,13.978,78.78788,1.043,103.565,75.985
793,2012,Ohio St.,2,4,7.9,30.0,0.97,87.821,115.5,85.5,31.751,79.41176,1.121,110.99,77.651
794,2012,Purdue,10,32,1.9,17.0,0.863,75.327,115.0,98.0,30.358,63.63636,1.117,110.206,76.195
795,2012,Saint Louis,9,32,2.8,21.4,0.922,30.227,111.0,89.6,20.497,77.41935,1.091,107.991,76.036
796,2012,Saint Mary's,7,64,2.8,14.3,0.828,20.933,112.0,97.7,17.195,83.33333,1.14,112.819,77.274
797,2012,San Diego St.,6,64,2.9,10.7,0.775,30.659,104.9,94.2,21.466,77.41935,1.041,102.874,77.09
798,2012,South Dakota St.,14,64,-0.6,11.0,0.767,5.666,111.7,100.7,12.437,78.125,1.145,113.407,76.974
799,2012,South Florida,12,32,0.1,10.5,0.779,31.296,101.4,90.9,28.86,59.375,0.978,96.7684,77.858
800,2012,Southern Miss,9,64,1.2,11.5,0.78,18.502,110.2,98.7,18.877,74.19355,1.072,106.074,75.708
801,2012,St. Bonaventure,14,64,-1.1,12.7,0.807,4.592,108.8,96.1,21.028,64.51613,1.073,106.567,77.499
802,2012,Syracuse,1,8,10.9,25.3,0.945,80.128,115.4,90.1,26.368,93.93939,1.132,111.423,78.609
803,2012,Temple,5,64,4.2,16.8,0.864,25.26,113.0,96.2,24.848,76.66667,1.092,108.984,77.132
804,2012,Texas,11,64,0.9,14.7,0.837,83.811,110.9,96.2,30.593,60.60606,1.086,107.097,76.29
805,2012,UNC Asheville,16,64,-3.3,2.8,0.576,4.116,107.2,104.4,12.309,70.0,1.114,110.746,74.703
806,2012,UNLV,6,64,2.8,17.0,0.875,64.975,109.3,92.3,23.486,75.0,1.08,106.341,77.769
807,2012,Vanderbilt,5,32,4.0,21.2,0.914,85.14,113.9,92.7,29.822,70.58824,1.096,108.703,77.811
808,2012,VCU,12,32,2.2,13.1,0.82,36.77,106.1,93.0,15.249,82.35294,1.042,103.222,77.198
809,2012,Vermont,16,64,-5.5,2.5,0.571,8.069,102.5,100.0,10.413,67.64706,1.054,104.305,77.497
810,2012,Virginia,10,64,2.0,16.7,0.882,59.204,104.3,87.6,24.63,70.96774,1.029,101.817,76.939
811,2012,West Virginia,10,64,-0.1,15.4,0.848,65.605,110.9,95.5,27.223,59.375,1.073,105.415,76.525
812,2012,Western Kentucky,16,64,-10.3,-3.1,0.41,33.406,96.5,99.6,14.83,45.45455,0.949,94.0697,76.238
813,2012,Wichita St.,5,64,4.4,23.3,0.93,13.827,115.9,92.6,19.263,83.87097,1.135,112.528,77.197
814,2012,Wisconsin,4,16,5.0,23.2,0.938,58.91,110.6,87.4,30.936,72.72727,1.075,106.658,76.64
815,2012,Xavier,10,16,0.7,11.6,0.791,65.926,106.3,94.7,26.514,63.63636,1.033,102.486,76.593
816,2011,Akron,15,64,-5.6,2.8,0.58,11.594,101.4,98.6,13.032,64.70588,1.029,103.175,76.554
817,2011,Alabama St.,16,68,-13.0,-15.5,0.139,0.2,90.1,105.6,8.673,46.875,0.926,92.1392,76.06
818,2011,Arizona,5,8,4.7,20.0,0.899,73.308,115.7,95.7,25.335,79.41176,1.126,112.742,77.17
819,2011,Belmont,13,64,1.0,17.6,0.88,12.798,110.8,93.2,10.427,88.23529,1.148,114.765,77.048
