,year,team_1,seed_1,round_1,current_round,team_2,seed_2,round_2,badj_em_1,badj_o_1,badj_d_1,wab_1,barthag_1,talent_1,elite_sos_1,win_percent_1,pppo_1,k_off_1,avg_hgt_1,badj_em_2,badj_o_2,badj_d_2,wab_2,barthag_2,talent_2,elite_sos_2,win_percent_2,pppo_2,k_off_2,avg_hgt_2,winner,badj_em_diff,badj_o_diff,badj_d_diff,wab_diff,barthag_diff,talent_diff,elite_sos_diff,win_percent_diff,pppo_diff,k_off_diff,avg_hgt_diff
77,2023,Penn St.,10,32,32,Texas,2,8,15.5,99.9,115.4,1.3,0.84,28.67,29.963,62.85714286,1.101,109.964,76.673,23.0,115.4,99.9,7.6,0.929,67.877,34.531,76.47058824,1.095,109.362,76.509,0,-7.5,-15.5,15.5,-6.3,-0.08900000000000008,-39.206999999999994,-4.567999999999998,-13.613445379999995,0.006000000000000005,0.6020000000000039,0.16400000000000148
78,2023,Kansas,1,32,32,Arkansas,8,16,21.4,91.5,112.9,10.1,0.918,69.643,38.229,79.41176471,1.062,106.078,77.453,18.7,112.9,91.5,0.4,0.894,70.997,30.654,60.60606061,1.058,105.743,78.723,0,2.6999999999999993,-21.400000000000006,21.400000000000006,9.7,0.02400000000000002,-1.3539999999999992,7.574999999999999,18.8057041,0.0040000000000000036,0.33500000000000796,-1.269999999999996
79,2023,Saint Mary's,5,32,32,Connecticut,4,1,22.6,89.1,111.7,3.6,0.931,32.764,22.971,78.125,1.103,110.407,78.124,26.4,111.7,89.1,4.9,0.947,62.486,29.244,75.75757576,1.144,114.228,78.308,0,-3.799999999999997,-22.60000000000001,22.60000000000001,-1.3000000000000003,-0.015999999999999903,-29.721999999999994,-6.273,2.3674242400000054,-0.040999999999999925,-3.820999999999998,-0.1840000000000117
80,2023,TCU,6,32,32,Gonzaga,3,8,17.0,93.4,110.4,2.3,0.873,60.589,32.804,63.63636364,1.057,105.499,77.543,24.0,110.4,93.4,6.8,0.925,76.992,26.846,84.375,1.205,120.383,78.071,0,-7.0,-17.0,17.0,-4.5,-0.052000000000000046,-16.403000000000006,5.958000000000002,-20.73863636,-0.14800000000000013,-14.884,-0.5279999999999916
81,2023,Northwestern,7,32,32,UCLA,2,16,14.9,91.7,106.6,1.6,0.85,46.694,28.65,65.625,1.028,102.638,77.674,25.8,106.6,91.7,8.5,0.951,83.585,28.811,85.29411765,1.098,109.714,76.923,0,-10.9,-14.899999999999991,14.899999999999991,-6.9,-0.10099999999999998,-36.89099999999999,-0.16100000000000136,-19.669117650000004,-0.07000000000000006,-7.075999999999993,0.7510000000000048
82,2023,Alabama,1,16,16,San Diego St.,5,2,27.1,88.3,115.4,10.2,0.956,66.119,33.7,85.29411765,1.106,110.862,78.117,21.2,115.4,88.3,5.8,0.919,37.236,25.602,81.25,1.064,106.67,76.704,0,5.900000000000002,-27.10000000000001,27.10000000000001,4.3999999999999995,0.03699999999999992,28.883000000000003,8.098000000000003,4.044117650000004,0.04200000000000004,4.191999999999993,1.413000000000011
83,2023,Creighton,6,8,16,Princeton,15,16,21.0,92.8,113.8,1.9,0.913,67.359,32.269,63.63636364,1.095,109.592,77.87,6.0,113.8,92.8,-3.2,0.659,0.2,11.173,70.37037037,1.081,108.055,77.419,1,15.0,-21.0,21.0,5.1,0.254,67.15899999999999,21.095999999999997,-6.734006730000004,0.014000000000000012,1.536999999999992,0.4510000000000076
84,2023,Florida Atlantic,9,4,16,Tennessee,4,16,17.4,94.8,112.2,4.8,0.874,17.083,16.095,90.625,1.129,112.947,76.04,24.9,112.2,94.8,2.8,0.949,60.04,28.429,69.6969697,1.08,108.476,77.428,1,-7.5,-17.400000000000006,17.400000000000006,2.0,-0.07499999999999996,-42.957,-12.334,20.928030300000003,0.04899999999999993,4.471000000000004,-1.387999999999991
85,2023,Kansas St.,3,8,16,Michigan St.,7,16,17.2,93.1,110.3,4.3,0.875,48.155,30.879,71.875,1.051,104.952,76.284,16.6,110.3,93.1,2.4,0.864,70.568,34.618,61.29032258,1.06,105.971,77.744,1,0.5999999999999979,-17.200000000000003,17.200000000000003,1.9,0.01100000000000001,-22.412999999999997,-3.7390000000000008,10.584677419999998,-0.009000000000000119,-1.0190000000000055,-1.4599999999999937
86,2023,Houston,1,16,16,Miami FL,5,4,29.1,88.0,117.1,8.1,0.964,68.424,23.376,91.17647059,1.158,116.021,76.743,15.9,117.1,88.0,3.7,0.842,44.964,23.676,78.125,1.147,114.539,76.786,0,13.200000000000001,-29.099999999999994,29.099999999999994,4.3999999999999995,0.122,23.460000000000008,-0.29999999999999716,13.051470589999994,0.010999999999999899,1.4819999999999993,-0.043000000000006366
87,2023,Xavier,3,16,16,Texas,2,8,20.2,98.4,118.6,5.2,0.895,53.584,31.866,73.52941176,1.129,112.788,78.386,23.0,118.6,98.4,7.6,0.929,67.877,34.531,76.47058824,1.095,109.362,76.509,0,-2.8000000000000007,-20.19999999999999,20.19999999999999,-2.3999999999999995,-0.03400000000000003,-14.292999999999992,-2.664999999999999,-2.9411764799999958,0.03400000000000003,3.426000000000002,1.8769999999999953
88,2023,Arkansas,8,16,16,Connecticut,4,1,18.7,92.0,110.7,0.4,0.894,70.997,30.654,60.60606061,1.058,105.743,78.723,26.4,110.7,92.0,4.9,0.947,62.486,29.244,75.75757576,1.144,114.228,78.308,0,-7.699999999999999,-18.700000000000003,18.700000000000003,-4.5,-0.052999999999999936,8.511000000000003,1.4100000000000001,-15.151515149999994,-0.08599999999999985,-8.485,0.41499999999999204
89,2023,Gonzaga,3,8,16,UCLA,2,16,24.0,98.6,122.6,6.8,0.925,76.992,26.846,84.375,1.205,120.383,78.071,25.8,122.6,98.6,8.5,0.951,83.585,28.811,85.29411765,1.098,109.714,76.923,1,-1.8000000000000007,-24.0,24.0,-1.7000000000000002,-0.025999999999999912,-6.592999999999989,-1.9649999999999999,-0.919117650000004,0.10699999999999998,10.668999999999997,1.1479999999999961
90,2023,San Diego St.,5,2,8,Creighton,6,8,21.2,90.1,111.3,5.8,0.919,37.236,25.602,81.25,1.064,106.67,76.704,21.0,111.3,90.1,1.9,0.913,67.359,32.269,63.63636364,1.095,109.592,77.87,1,0.1999999999999993,-21.200000000000003,21.200000000000003,3.9,0.006000000000000005,-30.122999999999998,-6.666999999999998,17.61363636,-0.030999999999999917,-2.921999999999997,-1.166000000000011
91,2023,Florida Atlantic,9,4,8,Kansas St.,3,8,17.4,94.8,112.2,4.8,0.874,17.083,16.095,90.625,1.129,112.947,76.04,17.2,112.2,94.8,4.3,0.875,48.155,30.879,71.875,1.051,104.952,76.284,1,0.1999999999999993,-17.400000000000006,17.400000000000006,0.5,-0.0010000000000000009,-31.072000000000003,-14.784000000000002,18.75,0.07800000000000007,7.9950000000000045,-0.24399999999999977
92,2023,Miami FL,5,4,8,Texas,2,8,15.9,101.4,117.3,3.7,0.842,44.964,23.676,78.125,1.147,114.539,76.786,23.0,117.3,101.4,7.6,0.929,67.877,34.531,76.47058824,1.095,109.362,76.509,1,-7.1,-15.899999999999991,15.899999999999991,-3.8999999999999995,-0.08700000000000008,-22.912999999999997,-10.855,1.6544117600000021,0.052000000000000046,5.177000000000007,0.277000000000001
93,2023,Connecticut,4,1,8,Gonzaga,3,8,26.4,92.5,118.9,4.9,0.947,62.486,29.244,75.75757576,1.144,114.228,78.308,24.0,118.9,92.5,6.8,0.925,76.992,26.846,84.375,1.205,120.383,78.071,1,2.3999999999999986,-26.400000000000006,26.400000000000006,-1.8999999999999995,0.02199999999999991,-14.506000000000007,2.3979999999999997,-8.617424240000005,-0.061000000000000165,-6.155000000000001,0.23700000000000898
94,2023,San Diego St.,5,2,4,Florida Atlantic,9,4,21.2,90.1,111.3,5.8,0.919,37.236,25.602,81.25,1.064,106.67,76.704,17.4,111.3,90.1,4.8,0.874,17.083,16.095,90.625,1.129,112.947,76.04,1,3.8000000000000007,-21.200000000000003,21.200000000000003,1.0,0.04500000000000004,20.153,9.507000000000001,-9.375,-0.06499999999999995,-6.277000000000001,0.6639999999999873
95,2023,Miami FL,5,4,4,Connecticut,4,1,15.9,101.4,117.3,3.7,0.842,44.964,23.676,78.125,1.147,114.539,76.786,26.4,117.3,101.4,4.9,0.947,62.486,29.244,75.75757576,1.144,114.228,78.308,0,-10.499999999999998,-15.899999999999991,15.899999999999991,-1.2000000000000002,-0.10499999999999998,-17.522,-5.568000000000001,2.3674242400000054,0.0030000000000001137,0.31100000000000705,-1.5220000000000056
96,2023,San Diego St.,5,2,2,Connecticut,4,1,21.2,90.1,111.3,5.8,0.919,37.236,25.602,81.25,1.064,106.67,76.704,26.4,111.3,90.1,4.9,0.947,62.486,29.244,75.75757576,1.144,114.228,78.308,0,-5.199999999999999,-21.200000000000003,21.200000000000003,0.8999999999999995,-0.027999999999999914,-25.25,-3.6419999999999995,5.492424240000005,-0.07999999999999985,-7.557999999999993,-1.6040000000000134
97,2022,Gonzaga,1,16,64,Georgia St.,16,64,32.4,88.5,120.9,6.7,0.973,86.976,24.951,89.65517,1.19,118.885,78.737,1.4,120.9,88.5,-5.2,0.54,28.01,12.187,60.0,0.993,99.6748,75.872,1,31.0,-32.400000000000006,32.400000000000006,11.9,0.43299999999999994,58.965999999999994,12.764000000000001,29.65517,0.19699999999999995,19.2102,2.864999999999995
98,2022,Boise St.,8,64,64,Memphis,9,32,15.0,91.9,106.9,3.5,0.851,32.117,21.555,78.78788,1.038,103.572,78.468,17.2,106.9,91.9,1.4,0.875,80.073,26.062,67.74194,1.056,105.619,77.792,0,-2.1999999999999993,-15.0,15.0,2.1,-0.02400000000000002,-47.955999999999996,-4.5070000000000014,11.045940000000002,-0.018000000000000016,-2.046999999999997,0.6760000000000019
99,2022,Connecticut,5,64,64,New Mexico St.,12,32,17.8,94.8,112.6,3.2,0.879,54.692,27.203,71.875,1.099,109.555,78.16,8.6,112.6,94.8,0.7,0.726,16.577,14.913,79.31034,1.05,104.869,78.058,0,9.200000000000001,-17.799999999999997,17.799999999999997,2.5,0.15300000000000002,38.114999999999995,12.29,-7.4353399999999965,0.04899999999999993,4.686000000000007,0.10199999999998965
100,2022,Arkansas,4,8,64,Vermont,13,64,17.4,92.0,109.4,4.5,0.88,47.294,27.25,75.75758,1.06,106.057,76.757,11.2,109.4,92.0,-0.8,0.778,4.679,8.437,84.375,1.143,114.506,76.344,1,6.199999999999999,-17.400000000000006,17.400000000000006,5.3,0.10199999999999998,42.614999999999995,18.813000000000002,-8.617419999999996,-0.08299999999999996,-8.448999999999998,0.4130000000000109
101,2022,Alabama,6,64,64,Notre Dame,11,32,17.8,98.1,115.9,2.0,0.872,62.2,34.827,59.375,1.087,109.137,77.122,14.8,115.9,98.1,1.8,0.836,72.248,27.584,67.74194,1.083,108.378,78.08,0,3.0,-17.80000000000001,17.80000000000001,0.19999999999999996,0.03600000000000003,-10.048000000000002,7.2429999999999986,-8.36694,0.0040000000000000036,0.7590000000000003,-0.9579999999999984
102,2022,Texas Tech,3,16,64,Montana St.,14,64,23.6,85.5,109.1,6.5,0.943,22.03,35.796,73.52941,1.051,104.973,78.314,2.2,109.1,85.5,-2.8,0.562,7.356,7.984,78.125,1.084,108.242,76.746,1,21.400000000000002,-23.599999999999994,23.599999999999994,9.3,0.3809999999999999,14.674000000000001,27.811999999999998,-4.595590000000001,-0.03300000000000014,-3.2690000000000055,1.5679999999999978
103,2022,Michigan St.,7,32,64,Davidson,10,64,15.4,95.5,110.9,2.9,0.848,75.799,32.331,64.70588,1.059,105.927,78.586,14.2,110.9,95.5,2.1,0.818,36.235,16.861,81.25,1.132,113.241,78.038,1,1.200000000000001,-15.400000000000006,15.400000000000006,0.7999999999999998,0.030000000000000027,39.56400000000001,15.470000000000002,-16.544120000000007,-0.07299999999999995,-7.313999999999993,0.5480000000000018
104,2022,Duke,2,4,64,Cal St. Fullerton,15,64,26.0,94.4,120.4,7.2,0.943,91.521,28.364,82.35294,1.169,117.152,78.372,-1.2,120.4,94.4,-5.1,0.466,12.413,10.89,65.51724,1.036,103.807,76.432,1,27.2,-26.0,26.0,12.3,0.4769999999999999,79.108,17.474,16.835700000000003,0.133,13.344999999999999,1.9399999999999977
105,2022,Baylor,1,32,64,Norfolk St.,16,64,26.8,90.7,117.5,8.9,0.952,55.889,35.472,81.25,1.112,111.13,77.617,-2.2,117.5,90.7,-3.1,0.438,7.809,6.905,77.77778,1.032,103.718,76.636,1,29.0,-26.799999999999997,26.799999999999997,12.0,0.514,48.080000000000005,28.567,3.472219999999993,0.08000000000000007,7.411999999999992,0.9810000000000088
106,2022,North Carolina,8,2,64,Marquette,9,64,16.9,95.9,112.8,4.3,0.866,87.453,29.665,72.72727,1.096,109.416,78.254,12.6,112.8,95.9,0.7,0.807,58.313,29.119,61.29032,1.033,103.451,77.866,1,4.299999999999999,-16.89999999999999,16.89999999999999,3.5999999999999996,0.05899999999999994,29.14,0.5459999999999994,11.436950000000003,0.06300000000000017,5.965000000000003,0.38800000000000523
107,2022,Saint Mary's,5,32,64,Indiana,12,64,17.7,90.1,107.8,3.9,0.887,32.634,25.887,77.41935,1.06,106.095,77.82,17.5,107.8,90.1,0.3,0.884,72.37,29.313,60.60606,1.04,103.985,78.018,1,0.1999999999999993,-17.700000000000003,17.700000000000003,3.6,0.0030000000000000027,-39.736000000000004,-3.4259999999999984,16.813289999999995,0.020000000000000018,2.1099999999999994,-0.1980000000000075
108,2022,UCLA,4,16,64,Akron,13,64,23.5,91.6,115.1,5.1,0.933,79.66,27.038,78.125,1.117,111.821,77.88,2.1,115.1,91.6,-4.3,0.558,14.226,9.639,70.96774,1.082,107.883,76.279,1,21.4,-23.5,23.5,9.399999999999999,0.375,65.434,17.399,7.157259999999994,0.03499999999999992,3.9380000000000024,1.600999999999999
109,2022,Texas,6,32,64,Virginia Tech,11,64,21.1,90.5,111.6,3.3,0.918,78.557,35.097,65.625,1.056,105.723,76.788,19.8,111.6,90.5,1.7,0.898,20.673,28.436,65.71429,1.111,111.1,76.763,1,1.3000000000000007,-21.099999999999994,21.099999999999994,1.5999999999999999,0.020000000000000018,57.884,6.661000000000001,-0.08929000000000542,-0.05499999999999994,-5.376999999999995,0.024999999999991473
110,2022,Purdue,3,16,64,Yale,14,64,25.1,97.5,122.6,7.1,0.933,60.487,30.201,79.41176,1.185,118.576,78.453,1.4,122.6,97.5,-4.9,0.541,9.416,14.651,62.06897,1.017,101.727,76.299,1,23.700000000000003,-25.099999999999994,25.099999999999994,12.0,0.392,51.071,15.55,17.34279,0.16800000000000015,16.84899999999999,2.1539999999999964
111,2022,Murray St.,7,32,64,San Francisco,10,64,14.6,95.0,109.6,3.5,0.838,18.119,12.852,93.10345,1.131,113.009,76.615,17.2,109.6,95.0,1.6,0.877,3.516,24.113,71.875,1.076,107.272,77.33,1,-2.5999999999999996,-14.599999999999994,14.599999999999994,1.9,-0.039000000000000035,14.603,-11.261,21.228449999999995,0.05499999999999994,5.736999999999995,-0.7150000000000034
112,2022,Kentucky,2,64,64,Saint Peter's,15,8,25.2,93.9,119.1,6.9,0.939,74.515,32.472,78.78788,1.142,114.407,76.828,3.5,119.1,93.9,-5.6,0.604,0.2,12.317,62.06897,0.983,98.7557,76.197,0,21.7,-25.19999999999999,25.19999999999999,12.5,0.33499999999999996,74.315,20.155,16.71891,0.15899999999999992,15.651299999999992,0.6310000000000002
113,2022,Arizona,1,16,64,Wright St.,16,64,25.6,92.4,118.0,8.8,0.943,69.26,24.936,91.17647,1.155,115.613,79.442,-2.7,118.0,92.4,-8.4,0.427,9.944,8.923,60.60606,1.086,108.996,76.961,1,28.3,-25.599999999999994,25.599999999999994,17.200000000000003,0.516,59.316,16.012999999999998,30.570409999999995,0.06899999999999995,6.617000000000004,2.4809999999999945
114,2022,Seton Hall,8,64,64,TCU,9,32,13.5,93.3,106.8,2.1,0.826,67.935,28.752,66.66667,1.038,103.686,78.886,14.5,106.8,93.3,2.9,0.841,65.515,36.146,62.5,1.01,101.094,77.933,0,-1.0,-13.5,13.5,-0.7999999999999998,-0.015000000000000013,2.4200000000000017,-7.394000000000002,4.166669999999996,0.028000000000000025,2.592000000000013,0.9529999999999887
115,2022,Houston,5,8,64,UAB,12,64,28.2,88.9,117.1,6.2,0.96,51.79,22.655,85.29412,1.147,114.576,77.41,13.0,117.1,88.9,-0.1,0.807,28.246,14.007,78.125,1.121,111.84,76.646,1,15.2,-28.19999999999999,28.19999999999999,6.3,0.1529999999999999,23.544,8.648000000000001,7.169120000000007,0.026000000000000023,2.73599999999999,0.7639999999999958
116,2022,Illinois,4,32,64,Chattanooga,13,64,20.5,93.1,113.6,4.2,0.908,54.781,30.786,70.96774,1.102,110.345,77.299,9.9,113.6,93.1,0.2,0.751,20.793,14.52,78.125,1.108,111.059,77.024,1,10.6,-20.5,20.5,4.0,0.15700000000000003,33.988,16.266000000000002,-7.157259999999994,-0.006000000000000005,-0.7139999999999986,0.2750000000000057
117,2022,Colorado St.,6,64,64,Michigan,11,16,13.8,98.7,112.5,4.3,0.818,19.502,22.01,82.75862,1.105,110.141,75.69,17.2,112.5,98.7,0.2,0.868,72.575,34.033,54.83871,1.082,108.005,78.228,0,-3.3999999999999986,-13.799999999999997,13.799999999999997,4.1,-0.050000000000000044,-53.07300000000001,-12.023,27.919909999999994,0.02299999999999991,2.13600000000001,-2.5379999999999967
118,2022,Tennessee,3,32,64,Longwood,14,64,23.2,86.9,110.1,8.0,0.938,69.805,34.071,78.78788,1.058,105.997,76.747,3.0,110.1,86.9,-2.3,0.582,4.353,8.664,78.57143,1.091,108.965,75.561,1,20.2,-23.19999999999999,23.19999999999999,10.3,0.356,65.45200000000001,25.406999999999996,0.2164499999999947,-0.03299999999999992,-2.9680000000000035,1.1859999999999928
119,2022,Ohio St.,7,32,64,Loyola Chicago,10,64,16.8,99.5,116.3,1.4,0.857,66.738,29.666,63.33333,1.119,112.068,77.248,15.2,116.3,99.5,1.8,0.849,5.155,19.04,77.41935,1.1,109.986,76.759,1,1.6000000000000014,-16.799999999999997,16.799999999999997,-0.40000000000000013,0.008000000000000007,61.583,10.626000000000001,-14.086019999999998,0.018999999999999906,2.0819999999999936,0.4890000000000043
120,2022,Villanova,2,4,64,Delaware,15,64,24.1,93.0,117.1,7.4,0.934,69.071,31.835,78.78788,1.127,112.845,77.347,3.6,117.1,93.0,-5.5,0.597,13.46,12.584,63.63636,1.072,107.166,77.165,1,20.5,-24.099999999999994,24.099999999999994,12.9,0.3370000000000001,55.611,19.251,15.151519999999998,0.05499999999999994,5.679000000000002,0.18199999999998795
121,2022,Kansas,1,1,64,Texas Southern,16,64,27.3,92.9,120.2,10.4,0.951,77.998,36.398,82.35294,1.119,111.605,77.142,-1.7,120.2,92.9,-6.8,0.45,16.145,11.938,60.0,0.996,99.3772,77.009,1,29.0,-27.299999999999997,27.299999999999997,17.2,0.5009999999999999,61.85300000000001,24.46,22.352940000000004,0.123,12.227800000000002,0.13299999999999557
122,2022,San Diego St.,8,64,64,Creighton,9,32,15.0,86.4,101.4,2.6,0.863,31.863,23.962,74.19355,0.993,99.3087,77.275,11.9,101.4,86.4,1.9,0.801,67.849,27.539,66.66667,1.006,100.292,78.241,0,3.0999999999999996,-15.0,15.0,0.7000000000000002,0.061999999999999944,-35.986000000000004,-3.5770000000000017,7.526880000000006,-0.013000000000000012,-0.9832999999999998,-0.965999999999994
123,2022,Iowa,5,64,64,Richmond,12,32,23.4,97.7,121.1,4.6,0.922,43.723,28.129,74.28571,1.183,118.165,77.502,8.3,121.1,97.7,-1.6,0.716,15.581,19.541,65.71429,1.057,105.575,76.674,0,15.099999999999998,-23.39999999999999,23.39999999999999,6.199999999999999,0.20600000000000007,28.142,8.588000000000001,8.57141999999999,0.1260000000000001,12.590000000000003,0.8279999999999887
124,2022,Providence,4,16,64,South Dakota St.,13,64,14.7,96.9,111.6,6.0,0.835,42.028,25.783,83.33333,1.066,106.471,77.714,11.0,111.6,96.9,1.5,0.761,0.603,11.018,87.5,1.191,119.382,76.682,1,3.6999999999999993,-14.699999999999989,14.699999999999989,4.5,0.07399999999999995,41.425,14.765,-4.166669999999996,-0.125,-12.911000000000001,1.0319999999999965
125,2022,LSU,6,64,64,Iowa St.,11,16,17.7,88.1,105.8,2.3,0.891,72.652,30.073,66.66667,1.029,102.61,77.616,14.4,105.8,88.1,2.8,0.849,47.374,36.278,62.5,0.981,98.0934,76.518,0,3.299999999999999,-17.700000000000003,17.700000000000003,-0.5,0.04200000000000004,25.278,-6.204999999999998,4.166669999999996,0.04799999999999993,4.516599999999997,1.097999999999999
126,2022,Wisconsin,3,32,64,Colgate,14,64,16.3,93.8,110.1,6.5,0.863,62.378,31.803,77.41935,1.053,105.178,78.364,2.8,110.1,93.8,-6.1,0.576,0.2,9.704,66.66667,1.11,111.011,77.075,1,13.5,-16.299999999999997,16.299999999999997,12.6,0.28700000000000003,62.178,22.099,10.752679999999998,-0.05700000000000016,-5.832999999999998,1.2890000000000015
127,2022,USC,7,64,64,Miami FL,10,8,13.3,96.0,109.3,4.1,0.816,59.267,24.007,78.78788,1.068,106.564,79.116,13.7,109.3,96.0,2.6,0.813,65.462,27.253,69.69697,1.104,110.368,76.713,0,-0.3999999999999986,-13.299999999999997,13.299999999999997,1.4999999999999996,0.0030000000000000027,-6.195,-3.2459999999999987,9.090910000000008,-0.03600000000000003,-3.804000000000002,2.403000000000006
128,2022,Auburn,2,32,64,Jacksonville St.,15,64,23.1,89.6,112.7,7.4,0.933,61.608,27.557,84.375,1.085,108.347,77.548,2.3,112.7,89.6,-5.2,0.564,6.265,10.698,65.51724,1.059,106.638,76.546,1,20.8,-23.10000000000001,23.10000000000001,12.600000000000001,0.3690000000000001,55.342999999999996,16.858999999999998,18.85776,0.026000000000000023,1.708999999999989,1.0019999999999953
129,2022,Gonzaga,1,16,32,Memphis,9,32,32.4,88.5,120.9,6.7,0.973,86.976,24.951,89.65517,1.19,118.885,78.737,17.2,120.9,88.5,1.4,0.875,80.073,26.062,67.74194,1.056,105.619,77.792,1,15.2,-32.400000000000006,32.400000000000006,5.300000000000001,0.09799999999999998,6.903000000000006,-1.1110000000000007,21.91323,0.1339999999999999,13.266000000000005,0.9449999999999932
130,2022,New Mexico St.,12,32,32,Arkansas,4,8,8.6,97.5,106.1,0.7,0.726,16.577,14.913,79.31034,1.05,104.869,78.058,17.4,106.1,97.5,4.5,0.88,47.294,27.25,75.75758,1.06,106.057,76.757,0,-8.799999999999999,-8.599999999999994,8.599999999999994,-3.8,-0.15400000000000003,-30.716999999999995,-12.337,3.552759999999992,-0.010000000000000009,-1.1880000000000024,1.301000000000002
131,2022,Notre Dame,11,32,32,Texas Tech,3,16,14.8,97.1,111.9,1.8,0.836,72.248,27.584,67.74194,1.083,108.378,78.08,23.6,111.9,97.1,6.5,0.943,22.03,35.796,73.52941,1.051,104.973,78.314,0,-8.8,-14.800000000000011,14.800000000000011,-4.7,-0.10699999999999998,50.218,-8.212,-5.787469999999999,0.03200000000000003,3.405000000000001,-0.23399999999999466
132,2022,Michigan St.,7,32,32,Duke,2,4,15.4,95.5,110.9,2.9,0.848,75.799,32.331,64.70588,1.059,105.927,78.586,26.0,110.9,95.5,7.2,0.943,91.521,28.364,82.35294,1.169,117.152,78.372,0,-10.6,-15.400000000000006,15.400000000000006,-4.300000000000001,-0.09499999999999997,-15.721999999999994,3.9670000000000023,-17.64706000000001,-0.1100000000000001,-11.224999999999994,0.21399999999999864
133,2022,Baylor,1,32,32,North Carolina,8,2,26.8,90.7,117.5,8.9,0.952,55.889,35.472,81.25,1.112,111.13,77.617,16.9,117.5,90.7,4.3,0.866,87.453,29.665,72.72727,1.096,109.416,78.254,0,9.900000000000002,-26.799999999999997,26.799999999999997,4.6000000000000005,0.08599999999999997,-31.564,5.807000000000002,8.522729999999996,0.016000000000000014,1.7139999999999986,-0.6370000000000005
134,2022,Saint Mary's,5,32,32,UCLA,4,16,17.7,90.1,107.8,3.9,0.887,32.634,25.887,77.41935,1.06,106.095,77.82,23.5,107.8,90.1,5.1,0.933,79.66,27.038,78.125,1.117,111.821,77.88,0,-5.800000000000001,-17.700000000000003,17.700000000000003,-1.1999999999999997,-0.04600000000000004,-47.025999999999996,-1.1509999999999998,-0.7056500000000057,-0.05699999999999994,-5.725999999999999,-0.060000000000002274
135,2022,Texas,6,32,32,Purdue,3,16,21.1,90.5,111.6,3.3,0.918,78.557,35.097,65.625,1.056,105.723,76.788,25.1,111.6,90.5,7.1,0.933,60.487,30.201,79.41176,1.185,118.576,78.453,0,-4.0,-21.099999999999994,21.099999999999994,-3.8,-0.015000000000000013,18.07,4.896000000000001,-13.786760000000001,-0.129,-12.852999999999994,-1.6650000000000063
136,2022,Murray St.,7,32,32,Saint Peter's,15,8,14.6,95.0,109.6,3.5,0.838,18.119,12.852,93.10345,1.131,113.009,76.615,3.5,109.6,95.0,-5.6,0.604,0.2,12.317,62.06897,0.983,98.7557,76.197,0,11.1,-14.599999999999994,14.599999999999994,9.1,0.23399999999999999,17.919,0.5350000000000001,31.034479999999995,0.14800000000000002,14.253299999999996,0.41799999999999216
137,2022,Arizona,1,16,32,TCU,9,32,25.6,92.4,118.0,8.8,0.943,69.26,24.936,91.17647,1.155,115.613,79.442,14.5,118.0,92.4,2.9,0.841,65.515,36.146,62.5,1.01,101.094,77.933,1,11.100000000000001,-25.599999999999994,25.599999999999994,5.9,0.10199999999999998,3.7450000000000045,-11.21,28.676469999999995,0.14500000000000002,14.519000000000005,1.5089999999999861
138,2022,Houston,5,8,32,Illinois,4,32,28.2,88.9,117.1,6.2,0.96,51.79,22.655,85.29412,1.147,114.576,77.41,20.5,117.1,88.9,4.2,0.908,54.781,30.786,70.96774,1.102,110.345,77.299,1,7.699999999999999,-28.19999999999999,28.19999999999999,2.0,0.051999999999999935,-2.9909999999999997,-8.131,14.32638,0.04499999999999993,4.2309999999999945,0.11099999999999
139,2022,Michigan,11,16,32,Tennessee,3,32,17.2,96.7,113.9,0.2,0.868,72.575,34.033,54.83871,1.082,108.005,78.228,23.2,113.9,96.7,8.0,0.938,69.805,34.071,78.78788,1.058,105.997,76.747,1,-6.0,-17.200000000000003,17.200000000000003,-7.8,-0.06999999999999995,2.769999999999996,-0.0379999999999967,-23.949170000000002,0.02400000000000002,2.0079999999999956,1.4809999999999945
140,2022,Ohio St.,7,32,32,Villanova,2,4,16.8,99.5,116.3,1.4,0.857,66.738,29.666,63.33333,1.119,112.068,77.248,24.1,116.3,99.5,7.4,0.934,69.071,31.835,78.78788,1.127,112.845,77.347,0,-7.300000000000001,-16.799999999999997,16.799999999999997,-6.0,-0.07700000000000007,-2.3329999999999984,-2.1690000000000005,-15.454550000000005,-0.008000000000000007,-0.777000000000001,-0.09899999999998954
141,2022,Kansas,1,1,32,Creighton,9,32,27.3,92.9,120.2,10.4,0.951,77.998,36.398,82.35294,1.119,111.605,77.142,11.9,120.2,92.9,1.9,0.801,67.849,27.539,66.66667,1.006,100.292,78.241,1,15.4,-27.299999999999997,27.299999999999997,8.5,0.1499999999999999,10.149000000000001,8.859000000000002,15.686270000000007,0.11299999999999999,11.313000000000002,-1.0990000000000038
142,2022,Richmond,12,32,32,Providence,4,16,8.3,99.4,107.7,-1.6,0.716,15.581,19.541,65.71429,1.057,105.575,76.674,14.7,107.7,99.4,6.0,0.835,42.028,25.783,83.33333,1.066,106.471,77.714,0,-6.399999999999999,-8.299999999999997,8.299999999999997,-7.6,-0.119,-26.447,-6.242000000000001,-17.61904,-0.009000000000000119,-0.8960000000000008,-1.039999999999992
