,year,team_1,seed_1,round_1,current_round,team_2,seed_2,round_2,badj_em_1,badj_em_2,barthag_1,barthag_2,elite_sos_1,elite_sos_2,k_off_1,k_off_2,pppo_1,pppo_2,talent_1,talent_2,wab_1,wab_2,win_percent_1,win_percent_2,winner,badj_em_diff,wab_diff,barthag_diff,talent_diff,elite_sos_diff,win_percent_diff,pppo_diff,k_off_diff
198,2018,Missouri,8,64,64,Florida St.,9,8,16.7,16.1,0.863,0.851,29.725,29.762,108.104,110.767,1.084,1.11,45.402,59.86,0.4,1.0,61.29032,64.51613,0,0.5999999999999979,-0.6,0.01200000000000001,-14.457999999999998,-0.036999999999999034,-3.2258100000000027,-0.026000000000000023,-2.6629999999999967
199,2018,Ohio St.,5,32,64,South Dakota St.,12,64,22.5,12.4,0.923,0.79,29.904,15.634,111.339,114.095,1.111,1.142,59.776,2.923,4.5,0.6,75.0,80.0,1,10.1,3.9,0.133,56.853,14.27,-5.0,-0.030999999999999917,-2.7560000000000002
200,2018,Gonzaga,4,16,64,UNC Greensboro,13,64,23.1,7.3,0.924,0.699,19.117,12.559,120.03,106.847,1.199,1.066,73.63,0.208,4.9,-1.6,88.23529,77.41935,1,15.8,6.5,0.2250000000000001,73.422,6.558000000000002,10.815940000000012,0.133,13.183000000000007
201,2018,Houston,6,32,64,San Diego St.,11,64,19.5,14.9,0.895,0.841,20.996,19.129,112.888,109.484,1.132,1.095,24.411,61.723,2.4,-1.5,78.78788,67.74194,1,4.6,3.9,0.05400000000000005,-37.312,1.8669999999999973,11.045940000000002,0.03699999999999992,3.4040000000000106
202,2018,Michigan,3,2,64,Montana,14,64,21.8,8.5,0.919,0.72,32.027,13.047,111.172,110.016,1.114,1.101,56.368,16.392,6.9,-1.1,79.41176,77.41935,1,13.3,8.0,0.19900000000000007,39.976,18.98,1.9924100000000067,0.013000000000000123,1.1559999999999917
203,2018,Texas A&M,7,16,64,Providence,10,64,16.7,12.2,0.869,0.797,33.417,34.553,105.931,104.379,1.062,1.042,82.201,60.949,1.9,1.9,62.5,61.76471,1,4.5,0.0,0.07199999999999995,21.251999999999995,-1.1359999999999957,0.7352899999999991,0.020000000000000018,1.5519999999999925
204,2018,North Carolina,2,32,64,Lipscomb,15,64,24.4,0.8,0.93,0.523,39.014,15.067,114.305,104.015,1.144,1.039,77.447,5.68,7.1,-3.2,71.42857,68.96552,1,23.599999999999998,10.3,0.40700000000000003,71.767,23.947000000000003,2.4630499999999955,0.10499999999999998,10.290000000000006
205,2018,Villanova,1,1,64,Radford,16,64,32.3,-1.7,0.966,0.453,32.489,12.213,122.829,104.001,1.227,1.039,80.592,1.613,10.6,-6.5,88.23529,62.5,1,34.0,17.1,0.5129999999999999,78.979,20.275999999999996,25.735290000000006,0.18800000000000017,18.82799999999999
206,2018,Virginia Tech,8,64,64,Alabama,9,32,16.0,12.2,0.85,0.801,29.946,30.311,112.152,102.776,1.127,1.03,75.538,73.914,1.3,-1.1,65.625,55.88235,0,3.8000000000000007,2.4000000000000004,0.04899999999999993,1.6239999999999952,-0.36499999999999844,9.742649999999998,0.09699999999999998,9.376000000000005
207,2018,West Virginia,5,16,64,Murray St.,12,64,23.8,9.9,0.929,0.745,33.146,10.363,113.004,114.708,1.125,1.143,38.54,0.2,4.6,-0.4,70.58824,82.75862,1,13.9,5.0,0.18400000000000005,38.339999999999996,22.783,-12.170379999999994,-0.018000000000000016,-1.7039999999999935
208,2018,Wichita St.,4,64,64,Marshall,13,32,18.9,4.4,0.877,0.618,24.125,16.115,117.841,108.999,1.178,1.088,38.199,2.18,3.4,-2.5,78.125,69.69697,0,14.499999999999998,5.9,0.259,36.019,8.010000000000002,8.428030000000007,0.08999999999999986,8.841999999999999
209,2018,Florida,6,32,64,St. Bonaventure,11,64,20.8,9.8,0.907,0.744,31.853,18.499,109.73,111.094,1.102,1.109,69.428,5.279,1.4,1.4,62.5,78.125,1,11.0,0.0,0.16300000000000003,64.149,13.354000000000003,-15.625,-0.006999999999999895,-1.36399999999999
210,2018,Texas Tech,3,8,64,Stephen F. Austin,14,64,21.8,5.8,0.922,0.659,31.897,9.583,109.214,107.235,1.093,1.075,36.705,16.014,4.7,-1.9,72.72727,80.0,1,16.0,6.6,0.263,20.691,22.314,-7.272729999999996,0.018000000000000016,1.9789999999999992
211,2018,Arkansas,7,64,64,Butler,10,32,16.7,19.9,0.855,0.898,30.695,35.194,112.175,110.897,1.125,1.108,39.343,52.743,2.8,1.7,67.64706,60.60606,0,-3.1999999999999993,1.0999999999999999,-0.04300000000000004,-13.399999999999999,-4.499000000000002,7.040999999999997,0.016999999999999904,1.2779999999999916
212,2018,Purdue,2,16,64,Cal St. Fullerton,15,64,29.2,-1.2,0.957,0.467,30.493,12.991,118.518,102.99,1.186,1.032,59.458,0.2,7.6,-5.5,82.35294,62.06897,1,30.4,13.1,0.48999999999999994,59.257999999999996,17.502,20.283970000000004,0.15399999999999991,15.528000000000006
213,2018,Kansas,1,4,64,Penn,16,64,26.0,5.5,0.941,0.653,34.024,10.435,116.004,105.352,1.162,1.053,80.44,14.406,8.2,-3.3,79.41176,74.19355,1,20.5,11.5,0.2879999999999999,66.03399999999999,23.589,5.218209999999999,0.10899999999999999,10.652000000000001
214,2018,Seton Hall,8,32,64,North Carolina St.,9,64,19.1,13.7,0.887,0.812,32.678,28.427,110.561,111.861,1.105,1.123,61.137,43.838,2.5,0.9,65.625,65.625,1,5.400000000000002,1.6,0.07499999999999996,17.299,4.250999999999998,0.0,-0.018000000000000016,-1.2999999999999972
215,2018,Clemson,5,16,64,New Mexico St.,12,64,17.9,12.7,0.882,0.811,31.364,14.546,108.129,107.914,1.083,1.078,54.866,16.867,4.0,1.3,71.875,83.33333,1,5.199999999999999,2.7,0.07099999999999995,37.998999999999995,16.818,-11.458330000000004,0.004999999999999893,0.2150000000000034
216,2018,Auburn,4,32,64,College of Charleston,13,64,19.9,1.6,0.895,0.543,25.991,10.655,113.46,111.949,1.135,1.117,58.941,4.156,4.3,-2.1,78.125,77.41935,1,18.299999999999997,6.4,0.352,54.785000000000004,15.336,0.7056500000000057,0.018000000000000016,1.5109999999999957
217,2018,TCU,6,64,64,Syracuse,11,16,19.3,13.3,0.882,0.823,31.458,29.15,116.043,103.016,1.159,1.03,29.047,81.271,2.2,-0.4,65.625,60.60606,0,6.0,2.6,0.05900000000000005,-52.224000000000004,2.308,5.018940000000001,0.129,13.027000000000001
218,2018,Michigan St.,3,32,64,Bucknell,14,64,25.7,5.7,0.942,0.652,27.212,12.477,117.987,110.427,1.182,1.103,84.499,0.2,8.0,-3.0,87.87879,73.52941,1,20.0,11.0,0.2899999999999999,84.29899999999999,14.735,14.349379999999996,0.07899999999999996,7.559999999999988
219,2018,Rhode Island,7,32,64,Oklahoma,10,64,13.7,16.6,0.822,0.855,19.269,35.193,109.867,109.892,1.097,1.101,56.579,70.869,1.6,1.1,78.125,58.06452,1,-2.900000000000002,0.5,-0.03300000000000003,-14.29,-15.924,20.06048,-0.0040000000000000036,-0.024999999999991473
220,2018,Duke,2,8,64,Iona,15,64,29.3,1.5,0.958,0.54,31.36,11.688,118.705,109.478,1.188,1.094,92.943,0.2,6.6,-7.3,78.78788,60.60606,1,27.8,13.899999999999999,0.4179999999999999,92.743,19.671999999999997,18.181820000000002,0.09399999999999986,9.227000000000004
221,2018,UMBC,16,32,32,Kansas St.,9,8,-3.0,16.5,0.418,0.862,11.536,31.68,104.772,108.258,1.05,1.082,10.296,47.73,-4.9,2.6,67.74194,66.66667,0,-19.5,-7.5,-0.444,-37.434,-20.144,1.0752700000000033,-0.03200000000000003,-3.48599999999999
222,2018,Kentucky,5,16,32,Buffalo,13,32,19.4,11.0,0.893,0.763,31.972,14.057,109.59,113.539,1.096,1.135,95.962,10.891,4.3,-1.3,70.58824,75.75758,1,8.399999999999999,5.6,0.13,85.071,17.915,-5.169340000000005,-0.038999999999999924,-3.948999999999998
223,2018,Loyola Chicago,11,4,32,Tennessee,3,32,12.2,22.0,0.797,0.921,14.914,32.934,108.717,109.697,1.088,1.094,16.801,47.881,2.0,6.4,84.375,75.75758,1,-9.8,-4.4,-0.124,-31.080000000000002,-18.019999999999996,8.617419999999996,-0.006000000000000005,-0.980000000000004
224,2018,Nevada,7,16,32,Cincinnati,2,32,16.5,24.6,0.85,0.947,19.663,21.576,116.286,112.022,1.161,1.122,57.081,63.963,2.5,5.9,79.41176,88.23529,1,-8.100000000000001,-3.4000000000000004,-0.09699999999999998,-6.881999999999998,-1.9130000000000003,-8.823530000000005,0.038999999999999924,4.263999999999996
225,2018,Xavier,1,32,32,Florida St.,9,8,24.1,16.1,0.927,0.851,31.853,29.762,115.53,110.767,1.155,1.11,76.28,59.86,8.8,1.0,84.84848,64.51613,0,8.0,7.800000000000001,0.07600000000000007,16.42,2.091000000000001,20.33234999999999,0.04499999999999993,4.763000000000005
226,2018,Ohio St.,5,32,32,Gonzaga,4,16,22.5,23.1,0.923,0.924,29.904,19.117,111.339,120.03,1.111,1.199,59.776,73.63,4.5,4.9,75.0,88.23529,0,-0.6000000000000014,-0.40000000000000036,-0.0010000000000000009,-13.853999999999992,10.786999999999999,-13.235290000000006,-0.08800000000000008,-8.691000000000003
227,2018,Houston,6,32,32,Michigan,3,2,19.5,21.8,0.895,0.919,20.996,32.027,112.888,111.172,1.132,1.114,24.411,56.368,2.4,6.9,78.78788,79.41176,0,-2.3000000000000007,-4.5,-0.02400000000000002,-31.957,-11.031000000000002,-0.6238799999999998,0.017999999999999794,1.7160000000000082
228,2018,Texas A&M,7,16,32,North Carolina,2,32,16.7,24.4,0.869,0.93,33.417,39.014,105.931,114.305,1.062,1.144,82.201,77.447,1.9,7.1,62.5,71.42857,1,-7.699999999999999,-5.199999999999999,-0.061000000000000054,4.753999999999991,-5.597000000000001,-8.928569999999993,-0.08199999999999985,-8.37400000000001
229,2018,Villanova,1,1,32,Alabama,9,32,32.3,12.2,0.966,0.801,32.489,30.311,122.829,102.776,1.227,1.03,80.592,73.914,10.6,-1.1,88.23529,55.88235,1,20.099999999999998,11.7,0.16499999999999992,6.677999999999997,2.1779999999999973,32.352940000000004,0.19700000000000006,20.052999999999997
230,2018,West Virginia,5,16,32,Marshall,13,32,23.8,4.4,0.929,0.618,33.146,16.115,113.004,108.999,1.125,1.088,38.54,2.18,4.6,-2.5,70.58824,69.69697,1,19.4,7.1,0.31100000000000005,36.36,17.031000000000002,0.8912700000000058,0.03699999999999992,4.00500000000001
231,2018,Florida,6,32,32,Texas Tech,3,8,20.8,21.8,0.907,0.922,31.853,31.897,109.73,109.214,1.102,1.093,69.428,36.705,1.4,4.7,62.5,72.72727,0,-1.0,-3.3000000000000003,-0.015000000000000013,32.723,-0.04399999999999693,-10.227270000000004,0.009000000000000119,0.5160000000000053
232,2018,Butler,10,32,32,Purdue,2,16,19.9,29.2,0.898,0.957,35.194,30.493,110.897,118.518,1.108,1.186,52.743,59.458,1.7,7.6,60.60606,82.35294,0,-9.3,-5.8999999999999995,-0.05899999999999994,-6.714999999999996,4.701000000000004,-21.746880000000004,-0.07799999999999985,-7.620999999999995
233,2018,Kansas,1,4,32,Seton Hall,8,32,26.0,19.1,0.941,0.887,34.024,32.678,116.004,110.561,1.162,1.105,80.44,61.137,8.2,2.5,79.41176,65.625,1,6.899999999999999,5.699999999999999,0.05399999999999994,19.302999999999997,1.3460000000000036,13.786760000000001,0.05699999999999994,5.442999999999998
234,2018,Clemson,5,16,32,Auburn,4,32,17.9,19.9,0.882,0.895,31.364,25.991,108.129,113.46,1.083,1.135,54.866,58.941,4.0,4.3,71.875,78.125,1,-2.0,-0.2999999999999998,-0.013000000000000012,-4.075000000000003,5.373000000000001,-6.25,-0.052000000000000046,-5.330999999999989
235,2018,Syracuse,11,16,32,Michigan St.,3,32,13.3,25.7,0.823,0.942,29.15,27.212,103.016,117.987,1.03,1.182,81.271,84.499,-0.4,8.0,60.60606,87.87879,1,-12.399999999999999,-8.4,-0.119,-3.2279999999999944,1.9379999999999988,-27.272729999999996,-0.1519999999999999,-14.97099999999999
236,2018,Rhode Island,7,32,32,Duke,2,8,13.7,29.3,0.822,0.958,19.269,31.36,109.867,118.705,1.097,1.188,56.579,92.943,1.6,6.6,78.125,78.78788,0,-15.600000000000001,-5.0,-0.136,-36.364,-12.091000000000001,-0.6628800000000012,-0.09099999999999997,-8.837999999999994
237,2018,Kansas St.,9,8,16,Kentucky,5,16,16.5,19.4,0.862,0.893,31.68,31.972,108.258,109.59,1.082,1.096,47.73,95.962,2.6,4.3,66.66667,70.58824,1,-2.8999999999999986,-1.6999999999999997,-0.031000000000000028,-48.232000000000006,-0.2920000000000016,-3.9215700000000027,-0.014000000000000012,-1.3320000000000078
238,2018,Loyola Chicago,11,4,16,Nevada,7,16,12.2,16.5,0.797,0.85,14.914,19.663,108.717,116.286,1.088,1.161,16.801,57.081,2.0,2.5,84.375,79.41176,1,-4.300000000000001,-0.5,-0.052999999999999936,-40.28,-4.7490000000000006,4.963239999999999,-0.07299999999999995,-7.569000000000003
239,2018,Florida St.,9,8,16,Gonzaga,4,16,16.1,23.1,0.851,0.924,29.762,19.117,110.767,120.03,1.11,1.199,59.86,73.63,1.0,4.9,64.51613,88.23529,1,-7.0,-3.9000000000000004,-0.07300000000000006,-13.769999999999996,10.645,-23.719160000000002,-0.08899999999999997,-9.263000000000005
240,2018,Michigan,3,2,16,Texas A&M,7,16,21.8,16.7,0.919,0.869,32.027,33.417,111.172,105.931,1.114,1.062,56.368,82.201,6.9,1.9,79.41176,62.5,1,5.100000000000001,5.0,0.050000000000000044,-25.83299999999999,-1.3900000000000006,16.91176,0.052000000000000046,5.241
241,2018,Villanova,1,1,16,West Virginia,5,16,32.3,23.8,0.966,0.929,32.489,33.146,122.829,113.004,1.227,1.125,80.592,38.54,10.6,4.6,88.23529,70.58824,1,8.499999999999996,6.0,0.03699999999999992,42.052,-0.6570000000000036,17.647050000000007,0.10200000000000009,9.824999999999989
242,2018,Texas Tech,3,8,16,Purdue,2,16,21.8,29.2,0.922,0.957,31.897,30.493,109.214,118.518,1.093,1.186,36.705,59.458,4.7,7.6,72.72727,82.35294,1,-7.399999999999999,-2.8999999999999995,-0.03499999999999992,-22.753,1.404,-9.62567,-0.09299999999999997,-9.304000000000002
243,2018,Kansas,1,4,16,Clemson,5,16,26.0,17.9,0.941,0.882,34.024,31.364,116.004,108.129,1.162,1.083,80.44,54.866,8.2,4.0,79.41176,71.875,1,8.100000000000001,4.199999999999999,0.05899999999999994,25.573999999999998,2.66,7.536760000000001,0.07899999999999996,7.875
244,2018,Syracuse,11,16,16,Duke,2,8,13.3,29.3,0.823,0.958,29.15,31.36,103.016,118.705,1.03,1.188,81.271,92.943,-0.4,6.6,60.60606,78.78788,0,-16.0,-7.0,-0.135,-11.671999999999997,-2.210000000000001,-18.181820000000002,-0.15799999999999992,-15.688999999999993
245,2018,Kansas St.,9,8,8,Loyola Chicago,11,4,16.5,12.2,0.862,0.797,31.68,14.914,108.258,108.717,1.082,1.088,47.73,16.801,2.6,2.0,66.66667,84.375,0,4.300000000000001,0.6000000000000001,0.06499999999999995,30.929,16.766,-17.708330000000004,-0.006000000000000005,-0.4590000000000032
246,2018,Florida St.,9,8,8,Michigan,3,2,16.1,21.8,0.851,0.919,29.762,32.027,110.767,111.172,1.11,1.114,59.86,56.368,1.0,6.9,64.51613,79.41176,0,-5.699999999999999,-5.9,-0.06800000000000006,3.4919999999999973,-2.2650000000000006,-14.895629999999997,-0.0040000000000000036,-0.40500000000000114
247,2018,Villanova,1,1,8,Texas Tech,3,8,32.3,21.8,0.966,0.922,32.489,31.897,122.829,109.214,1.227,1.093,80.592,36.705,10.6,4.7,88.23529,72.72727,1,10.499999999999996,5.8999999999999995,0.04399999999999993,43.887,0.5919999999999987,15.508020000000002,0.13400000000000012,13.614999999999995
248,2018,Kansas,1,4,8,Duke,2,8,26.0,29.3,0.941,0.958,34.024,31.36,116.004,118.705,1.162,1.188,80.44,92.943,8.2,6.6,79.41176,78.78788,1,-3.3000000000000007,1.5999999999999996,-0.017000000000000015,-12.503,2.6640000000000015,0.6238799999999998,-0.026000000000000023,-2.7009999999999934
249,2018,Loyola Chicago,11,4,4,Michigan,3,2,12.2,21.8,0.797,0.919,14.914,32.027,108.717,111.172,1.088,1.114,16.801,56.368,2.0,6.9,84.375,79.41176,0,-9.600000000000001,-4.9,-0.122,-39.56700000000001,-17.113,4.963239999999999,-0.026000000000000023,-2.4549999999999983
250,2018,Villanova,1,1,4,Kansas,1,4,32.3,26.0,0.966,0.941,32.489,34.024,122.829,116.004,1.227,1.162,80.592,80.44,10.6,8.2,88.23529,79.41176,1,6.299999999999997,2.4000000000000004,0.025000000000000022,0.15200000000000102,-1.5350000000000037,8.823530000000005,0.06500000000000017,6.824999999999989
251,2018,Michigan,3,2,2,Villanova,1,1,21.8,32.3,0.919,0.966,32.027,32.489,111.172,122.829,1.114,1.227,56.368,80.592,6.9,10.6,79.41176,88.23529,0,-10.499999999999996,-3.6999999999999993,-0.04699999999999993,-24.223999999999997,-0.4619999999999962,-8.823530000000005,-0.11299999999999999,-11.656999999999996
252,2017,Villanova,1,32,64,Mount St. Mary's,16,64,30.0,-3.4,0.962,0.403,30.578,15.979,117.917,99.3625,1.18,0.992,75.837,4.25,11.1,-7.9,91.17647,55.88235,1,33.4,19.0,0.5589999999999999,71.587,14.599,35.29411999999999,0.18799999999999994,18.554500000000004
253,2017,Wisconsin,8,16,64,Virginia Tech,9,64,22.0,15.0,0.923,0.83,31.468,32.173,110.209,112.502,1.102,1.125,56.744,67.076,5.1,3.3,73.52941,68.75,1,7.0,1.7999999999999998,0.09300000000000008,-10.331999999999994,-0.7050000000000018,4.779409999999999,-0.02299999999999991,-2.292999999999992
254,2017,Virginia,5,32,64,UNC Wilmington,12,64,27.4,12.5,0.959,0.786,35.989,13.569,109.116,118.069,1.091,1.18,71.089,5.2,5.0,1.5,68.75,84.375,1,14.899999999999999,3.5,0.17299999999999993,65.889,22.419999999999995,-15.625,-0.08899999999999997,-8.953000000000003
255,2017,Florida,4,8,64,East Tennessee St.,13,64,26.4,10.1,0.952,0.758,33.955,13.051,109.917,109.91,1.102,1.1,70.37,10.643,6.3,-0.7,75.0,78.125,1,16.299999999999997,7.0,0.19399999999999995,59.727000000000004,20.903999999999996,-3.125,0.0020000000000000018,0.007000000000005002
256,2017,SMU,6,64,64,USC,11,32,25.1,11.6,0.939,0.78,22.062,23.057,116.641,110.855,1.167,1.107,64.748,81.237,6.4,1.3,88.23529,72.72727,0,13.500000000000002,5.1000000000000005,0.15899999999999992,-16.48899999999999,-0.9949999999999974,15.508020000000002,0.06000000000000005,5.786000000000001
257,2017,Baylor,3,16,64,New Mexico St.,14,64,23.5,7.2,0.931,0.687,37.002,10.347,110.829,110.733,1.106,1.11,43.215,1.948,7.9,-0.3,77.41935,83.33333,1,16.3,8.200000000000001,0.244,41.267,26.655,-5.913980000000009,-0.0040000000000000036,0.09599999999998943
258,2017,South Carolina,7,4,64,Marquette,10,64,16.9,19.8,0.882,0.886,27.468,30.575,101.278,115.653,1.009,1.157,50.958,76.631,1.7,0.6,67.74194,61.29032,1,-2.900000000000002,1.1,-0.0040000000000000036,-25.673000000000002,-3.1069999999999993,6.451619999999998,-0.14800000000000013,-14.375
259,2017,Duke,2,32,64,Troy,15,64,26.2,1.8,0.943,0.548,37.527,11.532,115.574,109.346,1.157,1.092,94.782,10.042,8.6,-8.1,77.14286,58.82353,1,24.4,16.7,0.3949999999999999,84.74,25.995,18.31933,0.06499999999999995,6.227999999999994
260,2017,Gonzaga,1,2,64,South Dakota St.,16,64,31.8,-3.1,0.972,0.42,19.459,13.118,119.293,110.093,1.193,1.101,68.782,6.456,7.7,-9.8,96.9697,50.0,1,34.9,17.5,0.552,62.32599999999999,6.340999999999999,46.9697,0.09200000000000008,9.200000000000003
261,2017,Northwestern,8,32,64,Vanderbilt,9,64,16.4,17.6,0.863,0.876,28.272,33.443,107.189,105.957,1.072,1.057,54.109,53.364,2.0,0.1,67.64706,55.88235,1,-1.2000000000000028,1.9,-0.013000000000000012,0.7450000000000045,-5.170999999999999,11.764709999999994,0.015000000000000124,1.2319999999999993
262,2017,Notre Dame,5,32,64,Princeton,12,64,23.1,11.5,0.922,0.785,34.028,13.417,114.424,109.696,1.146,1.09,65.922,8.705,5.9,-0.4,73.52941,78.57143,1,11.600000000000001,6.300000000000001,0.137,57.217,20.610999999999997,-5.042020000000008,0.05599999999999983,4.728000000000009
263,2017,West Virginia,4,16,64,Bucknell,13,64,26.3,7.9,0.951,0.706,32.564,12.194,112.338,108.236,1.127,1.081,43.642,0.2,6.4,-2.1,76.47059,76.47059,1,18.4,8.5,0.245,43.442,20.369999999999997,0.0,0.04600000000000004,4.10199999999999
264,2017,Maryland,6,64,64,Xavier,11,8,15.6,17.2,0.847,0.867,27.505,32.401,108.151,108.762,1.079,1.087,72.827,61.847,3.7,1.6,74.19355,61.76471,0,-1.5999999999999996,2.1,-0.020000000000000018,10.979999999999997,-4.896000000000004,12.428840000000001,-0.008000000000000007,-0.6110000000000042
265,2017,Florida St.,3,32,64,Florida Gulf Coast,14,64,21.7,4.6,0.915,0.622,32.378,12.991,113.774,111.909,1.139,1.119,70.581,28.624,5.9,-1.7,75.75758,76.66667,1,17.1,7.6000000000000005,0.29300000000000004,41.95700000000001,19.387,-0.909089999999992,0.020000000000000018,1.8649999999999949
266,2017,Saint Mary's,7,32,64,VCU,10,64,24.1,12.1,0.932,0.797,18.282,18.914,118.452,106.826,1.184,1.069,24.566,42.055,3.9,1.3,87.5,76.47059,1,12.000000000000002,2.5999999999999996,0.135,-17.489,-0.6320000000000014,11.029409999999999,0.11499999999999999,11.626000000000005
267,2017,Arizona,2,16,64,North Dakota,15,64,22.0,-0.5,0.918,0.486,25.711,8.396,113.069,106.471,1.133,1.065,71.921,0.2,7.9,-5.3,88.23529,67.85714,1,22.5,13.2,0.43200000000000005,71.721,17.314999999999998,20.378150000000005,0.06800000000000006,6.597999999999999
268,2017,Kansas,1,8,64,UC Davis,16,64,26.0,-3.1,0.943,0.411,35.994,9.044,114.544,98.5122,1.144,0.986,75.629,5.789,11.0,-7.5,87.5,62.5,1,29.1,18.5,0.532,69.84,26.95,25.0,0.15799999999999992,16.03179999999999
269,2017,Miami FL,8,64,64,Michigan St.,9,32,18.4,15.1,0.89,0.846,33.96,33.378,106.563,104.856,1.067,1.047,74.813,70.413,2.9,0.4,65.625,57.57576,0,3.299999999999999,2.5,0.04400000000000004,4.400000000000006,0.5820000000000007,8.049239999999998,0.020000000000000018,1.7070000000000078
270,2017,Iowa St.,5,32,64,Nevada,12,64,22.5,12.4,0.919,0.791,39.139,15.312,112.325,112.28,1.125,1.123,54.193,31.488,6.5,1.7,69.69697,82.35294,1,10.1,4.8,0.128,22.705,23.827000000000005,-12.65597000000001,0.0020000000000000018,0.045000000000001705
271,2017,Purdue,4,16,64,Vermont,13,64,23.8,10.9,0.933,0.77,29.59,12.311,112.965,112.739,1.13,1.125,67.524,6.681,5.6,0.7,78.125,84.84848,1,12.9,4.8999999999999995,0.16300000000000003,60.843,17.279,-6.723479999999995,0.004999999999999893,0.2259999999999991
272,2017,Creighton,6,64,64,Rhode Island,11,32,20.3,15.3,0.902,0.848,29.959,20.094,112.19,108.7,1.124,1.086,45.608,64.496,4.3,0.4,72.72727,72.72727,0,5.0,3.9,0.05400000000000005,-18.887999999999998,9.864999999999998,0.0,0.038000000000000034,3.489999999999995
273,2017,Oregon,3,4,64,Iona,14,64,22.3,3.4,0.921,0.59,23.71,12.569,113.722,110.079,1.139,1.1,56.758,19.851,6.0,-5.8,84.84848,64.70588,1,18.900000000000002,11.8,0.33100000000000007,36.907000000000004,11.141,20.1426,0.038999999999999924,3.6430000000000007
274,2017,Michigan,7,16,64,Oklahoma St.,10,64,23.7,23.7,0.924,0.918,31.879,38.667,116.209,116.954,1.162,1.172,64.639,54.425,3.8,3.3,68.57143,61.29032,1,0.0,0.5,0.006000000000000005,10.213999999999999,-6.788,7.281110000000005,-0.010000000000000009,-0.7449999999999903
275,2017,Louisville,2,32,64,Jacksonville St.,15,64,26.5,-0.9,0.952,0.475,35.79,12.694,111.775,105.63,1.117,1.054,71.596,4.175,6.9,-8.1,75.0,56.25,1,27.4,15.0,0.477,67.421,23.095999999999997,18.75,0.06299999999999994,6.14500000000001
276,2017,North Carolina,1,1,64,Texas Southern,16,64,27.9,-4.9,0.953,0.368,35.516,15.142,116.337,106.57,1.165,1.063,88.126,5.421,8.3,-4.4,78.78788,67.64706,1,32.8,12.700000000000001,0.585,82.705,20.374,11.140820000000005,0.10200000000000009,9.76700000000001
277,2017,Arkansas,8,32,64,Seton Hall,9,64,14.3,12.8,0.821,0.809,28.939,32.687,111.441,104.876,1.116,1.052,36.848,55.205,3.9,2.7,73.52941,65.625,1,1.5,1.1999999999999997,0.0119999999999999,-18.357,-3.7479999999999976,7.904409999999999,0.06400000000000006,6.564999999999998
278,2017,Minnesota,5,64,64,Middle Tennessee,12,32,16.5,14.1,0.87,0.828,28.647,12.053,104.14,111.884,1.045,1.118,59.566,17.718,3.7,2.0,72.72727,87.87879,0,2.4000000000000004,1.7000000000000002,0.04200000000000004,41.848,16.593999999999998,-15.15151999999999,-0.07300000000000018,-7.744
279,2017,Butler,4,16,64,Winthrop,13,64,20.5,3.7,0.901,0.601,32.565,9.847,112.888,108.867,1.131,1.086,48.146,5.374,5.5,-1.8,74.19355,80.0,1,16.8,7.3,0.30000000000000004,42.772,22.717999999999996,-5.806449999999998,0.04499999999999993,4.021000000000001
280,2017,Cincinnati,6,32,64,Kansas St.,11,64,22.4,18.2,0.926,0.886,23.092,34.368,112.406,105.897,1.131,1.057,72.275,45.961,5.6,1.7,85.29412,60.60606,1,4.199999999999999,3.8999999999999995,0.040000000000000036,26.314000000000007,-11.276000000000003,24.688060000000007,0.07400000000000007,6.509
281,2017,UCLA,3,16,64,Kent St.,14,64,22.5,1.3,0.913,0.536,23.941,11.162,120.722,105.728,1.208,1.059,77.967,14.694,6.7,-7.2,87.87879,61.76471,1,21.2,13.9,0.377,63.272999999999996,12.778999999999998,26.114079999999994,0.14900000000000002,14.994
282,2017,Dayton,7,64,64,Wichita St.,10,32,14.0,24.1,0.826,0.934,19.632,17.09,109.246,117.578,1.091,1.177,40.751,40.472,1.5,4.1,76.66667,87.87879,0,-10.100000000000001,-2.5999999999999996,-0.1080000000000001,0.27899999999999636,2.5420000000000016,-11.212119999999999,-0.08600000000000008,-8.332000000000008
283,2017,Kentucky,2,8,64,Northern Kentucky,15,64,27.7,1.3,0.954,0.536,30.841,10.902,114.251,106.891,1.144,1.068,86.539,10.36,9.0,-4.9,85.29412,68.75,1,26.4,13.9,0.4179999999999999,76.179,19.939,16.544120000000007,0.07599999999999985,7.359999999999999
284,2017,Villanova,1,32,32,Wisconsin,8,16,30.0,22.0,0.962,0.923,30.578,31.468,117.917,110.209,1.18,1.102,75.837,56.744,11.1,5.1,91.17647,73.52941,0,8.0,6.0,0.038999999999999924,19.093000000000004,-0.8900000000000006,17.647059999999996,0.07799999999999985,7.707999999999998
285,2017,Virginia,5,32,32,Florida,4,8,27.4,26.4,0.959,0.952,35.989,33.955,109.116,109.917,1.091,1.102,71.089,70.37,5.0,6.3,68.75,75.0,0,1.0,-1.2999999999999998,0.007000000000000006,0.7189999999999941,2.033999999999999,-6.25,-0.01100000000000012,-0.8010000000000019
